# beta	delta
9.241130482791420908e-01 2.762647304879862764e-01
9.239467350593714157e-01 2.761841074240733995e-01
9.237803112622426926e-01 2.761034945456146694e-01
9.236137770196475305e-01 2.760228918506798523e-01
9.234471324632876899e-01 2.759422993373393806e-01
9.232803777246766375e-01 2.758617170036642974e-01
9.231135129351385471e-01 2.757811448477260341e-01
9.229465382258106310e-01 2.757005828675963000e-01
9.227794537276431397e-01 2.756200310613478033e-01
9.226122595713992514e-01 2.755394894270531969e-01
9.224449558876570698e-01 2.754589579627859663e-01
9.222775428068092918e-01 2.753784366666199301e-01
9.221100204590638727e-01 2.752979255366294065e-01
9.219423889744459144e-01 2.752174245708893796e-01
9.217746484827963327e-01 2.751369337674750004e-01
9.216067991137738558e-01 2.750564531244620858e-01
9.214388409968555793e-01 2.749759826399270635e-01
9.212707742613367445e-01 2.748955223119465829e-01
9.211025990363321814e-01 2.748150721385978490e-01
9.209343154507769746e-01 2.747346321179588990e-01
9.207659236334265751e-01 2.746542022481077150e-01
9.205974237128569104e-01 2.745737825271229449e-01
9.204288158174669388e-01 2.744933729530840139e-01
9.202601000754769833e-01 2.744129735240704582e-01
9.200912766149307309e-01 2.743325842381625357e-01
9.199223455636954538e-01 2.742522050934409483e-01
9.197533070494624541e-01 2.741718360879866756e-01
9.195841611997480625e-01 2.740914772198814742e-01
9.194149081418937497e-01 2.740111284872073782e-01
9.192455480030669035e-01 2.739307898880469772e-01
9.190760809102617168e-01 2.738504614204834153e-01
9.189065069902988547e-01 2.737701430826002258e-01
9.187368263698272308e-01 2.736898348724813856e-01
9.185670391753241182e-01 2.736095367882115381e-01
9.183971455330949274e-01 2.735292488278754930e-01
9.182271455692752049e-01 2.734489709895590037e-01
9.180570394098300779e-01 2.733687032713478793e-01
9.178868271805549206e-01 2.732884456713285393e-01
9.177165090070767972e-01 2.732081981875881249e-01
9.175460850148540182e-01 2.731279608182139440e-01
9.173755553291768061e-01 2.730477335612937484e-01
9.172049200751690723e-01 2.729675164149161226e-01
9.170341793777870842e-01 2.728873093771699287e-01
9.168633333618209091e-01 2.728071124461443064e-01
9.166923821518957460e-01 2.727269256199293945e-01
9.165213258724711487e-01 2.726467488966153319e-01
9.163501646478419138e-01 2.725665822742928679e-01
9.161788986021396353e-01 2.724864257510533627e-01
9.160075278593312609e-01 2.724062793249884540e-01
9.158360525432219790e-01 2.723261429941905565e-01
9.156644727774537751e-01 2.722460167567523071e-01
9.154927886855065422e-01 2.721659006107668421e-01
9.153210003906995240e-01 2.720857945543279643e-01
9.151491080161906488e-01 2.720056985855296983e-01
9.149771116849770847e-01 2.719256127024666791e-01
9.148050115198970156e-01 2.718455369032341529e-01
9.146328076436285315e-01 2.717654711859276984e-01
9.144605001786912934e-01 2.716854155486432276e-01
9.142880892474464227e-01 2.716053699894775408e-01
9.141155749720973889e-01 2.715253345065274382e-01
9.139429574746898988e-01 2.714453090978904970e-01
9.137702368771136729e-01 2.713652937616647942e-01
9.135974133011008913e-01 2.712852884959486843e-01
9.134244868682289686e-01 2.712052932988412990e-01
9.132514576999194444e-01 2.711253081684419364e-01
9.130783259174388711e-01 2.710453331028504498e-01
9.129050916418998129e-01 2.709653681001673586e-01
9.127317549942605135e-01 2.708854131584934044e-01
9.125583160953257833e-01 2.708054682759299392e-01
9.123847750657481104e-01 2.707255334505789812e-01
9.122111320260268830e-01 2.706456086805426042e-01
9.120373870965090557e-01 2.705656939639235481e-01
9.118635403973914810e-01 2.704857892988252743e-01
9.116895920487184668e-01 2.704058946833513555e-01
9.115155421703845517e-01 2.703260101156060302e-01
9.113413908821339504e-01 2.702461355936940368e-01
9.111671383035609972e-01 2.701662711157203911e-01
9.109927845541110347e-01 2.700864166797909416e-01
9.108183297530804134e-01 2.700065722840115923e-01
9.106437740196173802e-01 2.699267379264890243e-01
9.104691174727223002e-01 2.698469136053303075e-01
9.102943602312481008e-01 2.697670993186430111e-01
9.101195024139001610e-01 2.696872950645350375e-01
9.099445441392387535e-01 2.696075008411150109e-01
9.097694855256763802e-01 2.695277166464918328e-01
9.095943266914811032e-01 2.694479424787748489e-01
9.094190677547754342e-01 2.693681783360741266e-01
9.092437088335370010e-01 2.692884242165000663e-01
9.090682500455987691e-01 2.692086801181633460e-01
9.088926915086508185e-01 2.691289460391755317e-01
9.087170333402386779e-01 2.690492219776482452e-01
9.085412756577658788e-01 2.689695079316939408e-01
9.083654185784920676e-01 2.688898038994252948e-01
9.081894622195356703e-01 2.688101098789554833e-01
9.080134066978731155e-01 2.687304258683984037e-01
9.078372521303395004e-01 2.686507518658681759e-01
9.076609986336287017e-01 2.685710878694792525e-01
9.074846463242945971e-01 2.684914338773470299e-01
9.073081953187502879e-01 2.684117898875870711e-01
9.071316457332694316e-01 2.683321558983152721e-01
9.069549976839872407e-01 2.682525319076484172e-01
9.067782512868985956e-01 2.681729179137033459e-01
9.066014066578609309e-01 2.680933139145977306e-01
9.064244639125934588e-01 2.680137199084494659e-01
9.062474231666770574e-01 2.679341358933768902e-01
9.060702845355564916e-01 2.678545618674990636e-01
9.058930481345387475e-01 2.677749978289353794e-01
9.057157140787944760e-01 2.676954437758055083e-01
9.055382824833586586e-01 2.676158997062300648e-01
9.053607534631303855e-01 2.675363656183296635e-01
9.051831271328728556e-01 2.674568415102255292e-01
9.050054036072155972e-01 2.673773273800395534e-01
9.048275830006525799e-01 2.672978232258940157e-01
9.046496654275438809e-01 2.672183290459113070e-01
9.044716510021160172e-01 2.671388448382149283e-01
9.042935398384620571e-01 2.670593706009282697e-01
9.041153320505420643e-01 2.669799063321755539e-01
9.039370277521837638e-01 2.669004520300812811e-01
9.037586270570816538e-01 2.668210076927705621e-01
9.035801300787996704e-01 2.667415733183688964e-01
9.034015369307697441e-01 2.666621489050022831e-01
9.032228477262917998e-01 2.665827344507970542e-01
9.030440625785367548e-01 2.665033299538803191e-01
9.028651816005438535e-01 2.664239354123793535e-01
9.026862049052221115e-01 2.663445508244219329e-01
9.025071326053523135e-01 2.662651761881366652e-01
9.023279648135844599e-01 2.661858115016521587e-01
9.021487016424403205e-01 2.661064567630975763e-01
9.019693432043132120e-01 2.660271119706029141e-01
9.017898896114676655e-01 2.659477771222981124e-01
9.016103409760410914e-01 2.658684522163141106e-01
9.014306974100428915e-01 2.657891372507819594e-01
9.012509590253549030e-01 2.657098322238331534e-01
9.010711259337332857e-01 2.656305371336000198e-01
9.008911982468066348e-01 2.655512519782148306e-01
9.007111760760780905e-01 2.654719767558107457e-01
9.005310595329248935e-01 2.653927114645212582e-01
9.003508487285987183e-01 2.653134561024803051e-01
9.001705437742260063e-01 2.652342106678222677e-01
8.999901447808091870e-01 2.651549751586821380e-01
8.998096518592253457e-01 2.650757495731951296e-01
8.996290651202278887e-01 2.649965339094970673e-01
8.994483846744468769e-01 2.649173281657244416e-01
8.992676106323882479e-01 2.648381323400137433e-01
8.990867431044355929e-01 2.647589464305024620e-01
8.989057822008491572e-01 2.646797704353281433e-01
8.987247280317672837e-01 2.646006043526288320e-01
8.985435807072059688e-01 2.645214481805433504e-01
8.983623403370593063e-01 2.644423019172106870e-01
8.981810070311002647e-01 2.643631655607703301e-01
8.979995808989806871e-01 2.642840391093624897e-01
8.978180620502317355e-01 2.642049225611275420e-01
8.976364505942634464e-01 2.641258159142063078e-01
8.974547466403668405e-01 2.640467191667404401e-01
8.972729502977119243e-01 2.639676323168716476e-01
8.970910616753499101e-01 2.638885553627423053e-01
8.969090808822129945e-01 2.638094883024953430e-01
8.967270080271139143e-01 2.637304311342738572e-01
8.965448432187473893e-01 2.636513838562217771e-01
8.963625865656893454e-01 2.635723464664831428e-01
8.961802381763979142e-01 2.634933189632026607e-01
8.959977981592142093e-01 2.634143013445254811e-01
8.958152666223613281e-01 2.633352936085973095e-01
8.956326436739451280e-01 2.632562957535639625e-01
8.954499294219557815e-01 2.631773077775722003e-01
8.952671239742662213e-01 2.630983296787688941e-01
8.950842274386332509e-01 2.630193614553014148e-01
8.949012399226983216e-01 2.629404031053178548e-01
8.947181615339868666e-01 2.628614546269664731e-01
8.945349923799097436e-01 2.627825160183962505e-01
8.943517325677622365e-01 2.627035872777563341e-01
8.941683822047252761e-01 2.626246684031964818e-01
8.939849413978656623e-01 2.625457593928670064e-01
8.938014102541357309e-01 2.624668602449186094e-01
8.936177888803739089e-01 2.623879709575023256e-01
8.934340773833063798e-01 2.623090915287699665e-01
8.932502758695445300e-01 2.622302219568734549e-01
8.930663844455879463e-01 2.621513622399652688e-01
8.928824032178231951e-01 2.620725123761986075e-01
8.926983322925248210e-01 2.619936723637268372e-01
8.925141717758543480e-01 2.619148422007037680e-01
8.923299217738633882e-01 2.618360218852839871e-01
8.921455823924900885e-01 2.617572114156221930e-01
8.919611537375626842e-01 2.616784107898738054e-01
8.917766359147981658e-01 2.615996200061945220e-01
8.915920290298026130e-01 2.615208390627404844e-01
8.914073331880720819e-01 2.614420679576685003e-01
8.912225484949923837e-01 2.613633066891358214e-01
8.910376750558394177e-01 2.612845552552997552e-01
8.908527129757798368e-01 2.612058136543186637e-01
8.906676623598707154e-01 2.611270818843509089e-01
8.904825233130597706e-01 2.610483599435554636e-01
8.902972959401872499e-01 2.609696478300919109e-01
8.901119803459837110e-01 2.608909455421201118e-01
8.899265766350714646e-01 2.608122530778003156e-01
8.897410849119661291e-01 2.607335704352935490e-01
8.895555052810741881e-01 2.606548976127608386e-01
8.893698378466956544e-01 2.605762346083642100e-01
8.891840827130229608e-01 2.604975814202656892e-01
8.889982399841416250e-01 2.604189380466279125e-01
8.888123097640311387e-01 2.603403044856141824e-01
8.886262921565636352e-01 2.602616807353879680e-01
8.884401872655056653e-01 2.601830667941131825e-01
8.882539951945180867e-01 2.601044626599545162e-01
8.880677160471559528e-01 2.600258683310768815e-01
8.878813499268687348e-01 2.599472838056455792e-01
8.876948969370010989e-01 2.598687090818266321e-01
8.875083571807929061e-01 2.597901441577862847e-01
8.873217307613787685e-01 2.597115890316912257e-01
8.871350177817900473e-01 2.596330437017088655e-01
8.869482183449529655e-01 2.595545081660067255e-01
8.867613325536907176e-01 2.594759824227531597e-01
8.865743605107221370e-01 2.593974664701167443e-01
8.863873023186629174e-01 2.593189603062663329e-01
8.862001580800260570e-01 2.592404639293717783e-01
8.860129278972214140e-01 2.591619773376027669e-01
8.858256118725554851e-01 2.590835005291298176e-01
8.856382101082339586e-01 2.590050335021239492e-01
8.854507227063587171e-01 2.589265762547564576e-01
8.852631497689305018e-01 2.588481287851989721e-01
8.850754913978485794e-01 2.587696910916240101e-01
8.848877476949105203e-01 2.586912631722041445e-01
8.846999187618120875e-01 2.586128450251125033e-01
8.845120047001493457e-01 2.585344366485228251e-01
8.843240056114163306e-01 2.584560380406090707e-01
8.841359215970073793e-01 2.583776491995459779e-01
8.839477527582164651e-01 2.582992701235084509e-01
8.837594991962367530e-01 2.582209008106717274e-01
8.835711610121631532e-01 2.581425412592119883e-01
8.833827383069892125e-01 2.580641914673054704e-01
8.831942311816098901e-01 2.579858514331289099e-01
8.830056397368216681e-01 2.579075211548597646e-01
8.828169640733209977e-01 2.578292006306756590e-01
8.826282042917061865e-01 2.577508898587546060e-01
8.824393604924772871e-01 2.576725888372754514e-01
8.822504327760352094e-01 2.575942975644170962e-01
8.820614212426842737e-01 2.575160160383592745e-01
8.818723259926301017e-01 2.574377442572818864e-01
8.816831471259802822e-01 2.573594822193652210e-01
8.814938847427461477e-01 2.572812299227903998e-01
8.813045389428415533e-01 2.572029873657386001e-01
8.811151098260824321e-01 2.571247545463916651e-01
8.809255974921899046e-01 2.570465314629318820e-01
8.807360020407866141e-01 2.569683181135419825e-01
8.805463235714000581e-01 2.568901144964049754e-01
8.803565621834619215e-01 2.568119206097046470e-01
8.801667179763075222e-01 2.567337364516248943e-01
8.799767910491760325e-01 2.566555620203502808e-01
8.797867815012122561e-01 2.565773973140658137e-01
8.795966894314651841e-01 2.564992423309568337e-01
8.794065149388888836e-01 2.564210970692093472e-01
8.792162581223432749e-01 2.563429615270095274e-01
8.790259190805919109e-01 2.562648357025441026e-01
8.788354979123064181e-01 2.561867195940004671e-01
8.786449947160622775e-01 2.561086131995661819e-01
8.784544095903416006e-01 2.560305165174293074e-01
8.782637426335335729e-01 2.559524295457785703e-01
8.780729939439324561e-01 2.558743522828028638e-01
8.778821636197395861e-01 2.557962847266916362e-01
8.776912517590640395e-01 2.557182268756349464e-01
8.775002584599210786e-01 2.556401787278230753e-01
8.773091838202329296e-01 2.555621402814468035e-01
8.771180279378300026e-01 2.554841115346975222e-01
8.769267909104503378e-01 2.554060924857667891e-01
8.767354728357390492e-01 2.553280831328469946e-01
8.765440738112505459e-01 2.552500834741305846e-01
8.763525939344455340e-01 2.551720935078106156e-01
8.761610333026952357e-01 2.550941132320806992e-01
8.759693920132783918e-01 2.550161426451348357e-01
8.757776701633825933e-01 2.549381817451672472e-01
8.755858678501050596e-01 2.548602305303729887e-01
8.753939851704511943e-01 2.547822889989472817e-01
8.752020222213364731e-01 2.547043571490858471e-01
8.750099790995862215e-01 2.546264349789850168e-01
8.748178559019347267e-01 2.545485224868413998e-01
8.746256527250270141e-01 2.544706196708519941e-01
8.744333696654178478e-01 2.543927265292145745e-01
8.742410068195721751e-01 2.543148430601268606e-01
8.740485642838661251e-01 2.542369692617875154e-01
8.738560421545858992e-01 2.541591051323953132e-01
8.736634405279285476e-01 2.540812506701496387e-01
8.734707595000031910e-01 2.540034058732503763e-01
8.732779991668289110e-01 2.539255707398976325e-01
8.730851596243369706e-01 2.538477452682920688e-01
8.728922409683702588e-01 2.537699294566349573e-01
8.726992432946835132e-01 2.536921233031277367e-01
8.725061666989426534e-01 2.536143268059724565e-01
8.723130112767272237e-01 2.535365399633717209e-01
8.721197771235278395e-01 2.534587627735283011e-01
8.719264643347481858e-01 2.533809952346454675e-01
8.717330730057050170e-01 2.533032373449272678e-01
8.715396032316268249e-01 2.532254891025777499e-01
8.713460551076567251e-01 2.531477505058017385e-01
8.711524287288497925e-01 2.530700215528043917e-01
8.709587241901749488e-01 2.529923022417911449e-01
8.707649415865149622e-01 2.529145925709682663e-01
8.705710810126664478e-01 2.528368925385420241e-01
8.703771425633386460e-01 2.527592021427193525e-01
8.701831263331571975e-01 2.526815213817077410e-01
8.699890324166601463e-01 2.526038502537149566e-01
8.697948609083004934e-01 2.525261887569491548e-01
8.696006119024459746e-01 2.524485368896192683e-01
8.694062854933797269e-01 2.523708946499342298e-01
8.692118817752982896e-01 2.522932620361036382e-01
8.690174008423151575e-01 2.522156390463376474e-01
8.688228427884575611e-01 2.521380256788465779e-01
8.686282077076695751e-01 2.520604219318415828e-01
8.684334956938098982e-01 2.519828278035339264e-01
8.682387068406531849e-01 2.519052432921352058e-01
8.680438412418904903e-01 2.518276683958579620e-01
8.678488989911287144e-01 2.517501031129147915e-01
8.676538801818907132e-01 2.516725474415187347e-01
8.674587849076168533e-01 2.515950013798834983e-01
8.672636132616629023e-01 2.515174649262231221e-01
8.670683653373019162e-01 2.514399380787518679e-01
8.668730412277242392e-01 2.513624208356848855e-01
8.666776410260365049e-01 2.512849131952373249e-01
8.664821648252637454e-01 2.512074151556251689e-01
8.662866127183472820e-01 2.511299267150645664e-01
8.660909847981463905e-01 2.510524478717721109e-01
8.658952811574387454e-01 2.509749786239650615e-01
8.656995018889188653e-01 2.508975189698608999e-01
8.655036470852001118e-01 2.508200689076776069e-01
8.653077168388134677e-01 2.507426284356336632e-01
8.651117112422089805e-01 2.506651975519479936e-01
8.649156303877544305e-01 2.505877762548397447e-01
8.647194743677371065e-01 2.505103645425289516e-01
8.645232432743622519e-01 2.504329624132356491e-01
8.643269371997546191e-01 2.503555698651804273e-01
8.641305562359583581e-01 2.502781868965844869e-01
8.639341004749359065e-01 2.502008135056693061e-01
8.637375700085705432e-01 2.501234496906569738e-01
8.635409649286639455e-01 2.500460954497697452e-01
8.633442853269378547e-01 2.499687507812304865e-01
8.631475312950342982e-01 2.498914156832625355e-01
8.629507029245151450e-01 2.498140901540896186e-01
8.627538003068619954e-01 2.497367741919357953e-01
8.625568235334775125e-01 2.496594677950258745e-01
8.623597726956844234e-01 2.495821709615848039e-01
8.621626478847258523e-01 2.495048836898379196e-01
8.619654491917663197e-01 2.494276059780113630e-01
8.617681767078911870e-01 2.493503378243313862e-01
8.615708305241059906e-01 2.492730792270247686e-01
8.613734107313388844e-01 2.491958301843188728e-01
8.611759174204381972e-01 2.491185906944412276e-01
8.609783506821744314e-01 2.490413607556200837e-01
8.607807106072394854e-01 2.489641403660839136e-01
8.605829972862468757e-01 2.488869295240616619e-01
8.603852108097324036e-01 2.488097282277828837e-01
8.601873512681540435e-01 2.487325364754774393e-01
8.599894187518912769e-01 2.486553542653754667e-01
8.597914133512469803e-01 2.485781815957079366e-01
8.595933351564454261e-01 2.485010184647058751e-01
8.593951842576339484e-01 2.484238648706008634e-01
8.591969607448833868e-01 2.483467208116251213e-01
8.589986647081865323e-01 2.482695862860110902e-01
8.588002962374591265e-01 2.481924612919915452e-01
8.586018554225411936e-01 2.481153458278000656e-01
8.584033423531949314e-01 2.480382398916702869e-01
8.582047571191067092e-01 2.479611434818365656e-01
8.580060998098861802e-01 2.478840565965335363e-01
8.578073705150668360e-01 2.478069792339962218e-01
8.576085693241057850e-01 2.477299113924603668e-01
8.574096963263848625e-01 2.476528530701618269e-01
8.572107516112088543e-01 2.475758042653369295e-01
8.570117352678080502e-01 2.474987649762226960e-01
8.568126473853363567e-01 2.474217352010563697e-01
8.566134880528722961e-01 2.473447149380755550e-01
8.564142573594193397e-01 2.472677041855186331e-01
8.562149553939056856e-01 2.471907029416240686e-01
8.560155822451840368e-01 2.471137112046307982e-01
8.558161380020329334e-01 2.470367289727784799e-01
8.556166227531553092e-01 2.469597562443068273e-01
8.554170365871800463e-01 2.468827930174563590e-01
8.552173795926610866e-01 2.468058392904677878e-01
8.550176518580778762e-01 2.467288950615821597e-01
8.548178534718361421e-01 2.466519603290413531e-01
8.546179845222666716e-01 2.465750350910873023e-01
8.544180450976267549e-01 2.464981193459624409e-01
8.542180352860995196e-01 2.464212130919098687e-01
8.540179551757945964e-01 2.463443163271729075e-01
8.538178048547470089e-01 2.462674290499952678e-01
8.536175844109198385e-01 2.461905512586213540e-01
8.534172939322013374e-01 2.461136829512956536e-01
8.532169335064071491e-01 2.460368241262634037e-01
8.530165032212799758e-01 2.459599747817701465e-01
8.528160031644881345e-01 2.458831349160617019e-01
8.526154334236289989e-01 2.458063045273846947e-01
8.524147940862257800e-01 2.457294836139858607e-01
8.522140852397290800e-01 2.456526721741123520e-01
8.520133069715174479e-01 2.455758702060120424e-01
8.518124593688969348e-01 2.454990777079330000e-01
8.516115425191007615e-01 2.454222946781237091e-01
8.514105565092908723e-01 2.453455211148333481e-01
8.512095014265560478e-01 2.452687570163112341e-01
8.510083773579137922e-01 2.451920023808071281e-01
8.508071843903101117e-01 2.451152572065715129e-01
8.506059226106180704e-01 2.450385214918549270e-01
8.504045921056403445e-01 2.449617952349087135e-01
8.502031929621077788e-01 2.448850784339844100e-01
8.500017252666793866e-01 2.448083710873338870e-01
8.498001891059435708e-01 2.447316731932097644e-01
8.495985845664171254e-01 2.446549847498648567e-01
8.493969117345462339e-01 2.445783057555523665e-01
8.491951706967059144e-01 2.445016362085262185e-01
8.489933615392006860e-01 2.444249761070405036e-01
8.487914843482636806e-01 2.443483254493497292e-01
8.485895392100585299e-01 2.442716842337090966e-01
8.483875262106777004e-01 2.441950524583739734e-01
8.481854454361431594e-01 2.441184301216001440e-01
8.479832969724075964e-01 2.440418172216441139e-01
8.477810809053526464e-01 2.439652137567624723e-01
8.475787973207905557e-01 2.438886197252125854e-01
8.473764463044635153e-01 2.438120351252519302e-01
8.471740279420433284e-01 2.437354599551384560e-01
8.469715423191336301e-01 2.436588942131308055e-01
8.467689895212670015e-01 2.435823378974878162e-01
8.465663696339071898e-01 2.435057910064686859e-01
8.463636827424491083e-01 2.434292535383333900e-01
8.461609289322176153e-01 2.433527254913419868e-01
8.459581082884687353e-01 2.432762068637549790e-01
8.457552208963897700e-01 2.431996976538335631e-01
8.455522668410991871e-01 2.431231978598391574e-01
8.453492462076457326e-01 2.430467074800335414e-01
8.451461590810109836e-01 2.429702265126792715e-01
8.449430055461067957e-01 2.428937549560388209e-01
8.447397856877769673e-01 2.428172928083756343e-01
8.445364995907971295e-01 2.427408400679531009e-01
8.443331473398739684e-01 2.426643967330353036e-01
8.441297290196471126e-01 2.425879628018867418e-01
8.439262447146872459e-01 2.425115382727723312e-01
8.437226945094973285e-01 2.424351231439572374e-01
8.435190784885132631e-01 2.423587174137073474e-01
8.433153967361017855e-01 2.422823210802887706e-01
8.431116493365630182e-01 2.422059341419680045e-01
8.429078363741296931e-01 2.421295565970121855e-01
8.427039579329668184e-01 2.420531884436887826e-01
8.425000140971715679e-01 2.419768296802654872e-01
8.422960049507749458e-01 2.419004803050108232e-01
8.420919305777401220e-01 2.418241403161932590e-01
8.418877910619637639e-01 2.417478097120821512e-01
8.416835864872750372e-01 2.416714884909469951e-01
8.414793169374367166e-01 2.415951766510577303e-01
8.412749824961451850e-01 2.415188741906849068e-01
8.410705832470295462e-01 2.414425811080992967e-01
8.408661192736522905e-01 2.413662974015720886e-01
8.406615906595107379e-01 2.412900230693751091e-01
8.404569974880347072e-01 2.412137581097804351e-01
8.402523398425884027e-01 2.411375025210605316e-01
8.400476178064695265e-01 2.410612563014885579e-01
8.398428314629099445e-01 2.409850194493377007e-01
8.396379808950761303e-01 2.409087919628819519e-01
8.394330661860681664e-01 2.408325738403954697e-01
8.392280874189200768e-01 2.407563650801528565e-01
8.390230446766016037e-01 2.406801656804293255e-01
8.388179380420155429e-01 2.406039756395003670e-01
8.386127675979996310e-01 2.405277949556418049e-01
8.384075334273274338e-01 2.404516236271302121e-01
8.382022356127059037e-01 2.403754616522421894e-01
8.379968742367768231e-01 2.402993090292549483e-01
8.377914493821182473e-01 2.402231657564462275e-01
8.375859611312421737e-01 2.401470318320940711e-01
8.373804095665959846e-01 2.400709072544768286e-01
8.371747947705624471e-01 2.399947920218735709e-01
8.369691168254598246e-01 2.399186861325634246e-01
8.367633758135415434e-01 2.398425895848263212e-01
8.365575718169965258e-01 2.397665023769423587e-01
8.363517049179493013e-01 2.396904245071920236e-01
8.361457751984604503e-01 2.396143559738565521e-01
8.359397827405263826e-01 2.395382967752172354e-01
8.357337276260784487e-01 2.394622469095558370e-01
8.355276099369851606e-01 2.393862063751547864e-01
8.353214297550509704e-01 2.393101751702967350e-01
8.351151871620153821e-01 2.392341532932647508e-01
8.349088822395555054e-01 2.391581407423424843e-01
8.347025150692841677e-01 2.390821375158138640e-01
8.344960857327504700e-01 2.390061436119631233e-01
8.342895943114406743e-01 2.389301590290752453e-01
8.340830408867769830e-01 2.388541837654353239e-01
8.338764255401188707e-01 2.387782178193291471e-01
8.336697483527624186e-01 2.387022611890427248e-01
8.334630094059397587e-01 2.386263138728624278e-01
8.332562087808217388e-01 2.385503758690753484e-01
8.330493465585148138e-01 2.384744471759686901e-01
8.328424228200629331e-01 2.383985277918301560e-01
8.326354376464476514e-01 2.383226177149480596e-01
8.324283911185875739e-01 2.382467169436109089e-01
8.322212833173385782e-01 2.381708254761076282e-01
8.320141143234947023e-01 2.380949433107278357e-01
8.318068842177865907e-01 2.380190704457612050e-01
8.315995930808831593e-01 2.379432068794979926e-01
8.313922409933912627e-01 2.378673526102290103e-01
8.311848280358545837e-01 2.377915076362452362e-01
8.309773542887562980e-01 2.377156719558383147e-01
8.307698198325165206e-01 2.376398455673001398e-01
8.305622247474930830e-01 2.375640284689229109e-01
8.303545691139835316e-01 2.374882206589996325e-01
8.301468530122219081e-01 2.374124221358233644e-01
8.299390765223817468e-01 2.373366328976876938e-01
8.297312397245748539e-01 2.372608529428868185e-01
8.295233426988513070e-01 2.371850822697150751e-01
8.293153855251996776e-01 2.371093208764672167e-01
8.291073682835475855e-01 2.370335687614387177e-01
8.288992910537610337e-01 2.369578259229251915e-01
8.286911539156449624e-01 2.368820923592227234e-01
8.284829569489439161e-01 2.368063680686279537e-01
8.282747002333402664e-01 2.367306530494376615e-01
8.280663838484564332e-01 2.366549472999494586e-01
8.278580078738535519e-01 2.365792508184609289e-01
8.276495723890316958e-01 2.365035636032702948e-01
8.274410774734312080e-01 2.364278856526762784e-01
8.272325232064309253e-01 2.363522169649779070e-01
8.270239096673495105e-01 2.362765575384744576e-01
8.268152369354454523e-01 2.362009073714660401e-01
8.266065050899166211e-01 2.361252664622528197e-01
8.263977142099004913e-01 2.360496348091354057e-01
8.261888643744746963e-01 2.359740124104150738e-01
8.259799556626563621e-01 2.358983992643933492e-01
8.257709881534026630e-01 2.358227953693720069e-01
8.255619619256113761e-01 2.357472007236536271e-01
8.253528770581192164e-01 2.356716153255407897e-01
8.251437336297045011e-01 2.355960391733368520e-01
8.249345317190850402e-01 2.355204722653453375e-01
8.247252714049184696e-01 2.354449145998702420e-01
8.245159527658043608e-01 2.353693661752161714e-01
8.243065758802813336e-01 2.352938269896878432e-01
8.240971408268291665e-01 2.352182970415904184e-01
8.238876476838683516e-01 2.351427763292298079e-01
8.236780965297604284e-01 2.350672648509119778e-01
8.234684874428064294e-01 2.349917626049434216e-01
8.232588205012498772e-01 2.349162695896311881e-01
8.230490957832743426e-01 2.348407858032824369e-01
8.228393133670051096e-01 2.347653112442051049e-01
8.226294733305073992e-01 2.346898459107072676e-01
8.224195757517888117e-01 2.346143898010974449e-01
8.222096207087973285e-01 2.345389429136847392e-01
8.219996082794230885e-01 2.344635052467785585e-01
8.217895385414968334e-01 2.343880767986885882e-01
8.215794115727912406e-01 2.343126575677252355e-01
8.213692274510209224e-01 2.342372475521990183e-01
8.211589862538405393e-01 2.341618467504210099e-01
8.209486880588486857e-01 2.340864551607027555e-01
8.207383329435837815e-01 2.340110727813561331e-01
8.205279209855272926e-01 2.339356996106932984e-01
8.203174522621019538e-01 2.338603356470271566e-01
8.201069268506727683e-01 2.337849808886706404e-01
8.198963448285468969e-01 2.337096353339374599e-01
8.196857062729734356e-01 2.336342989811414639e-01
8.194750112611434156e-01 2.335589718285969452e-01
8.192642598701906920e-01 2.334836538746188628e-01
8.190534521771914989e-01 2.334083451175222867e-01
8.188425882591633398e-01 2.333330455556227034e-01
8.186316681930679851e-01 2.332577551872362931e-01
8.184206920558080300e-01 2.331824740106794025e-01
8.182096599242300039e-01 2.331072020242687670e-01
8.179985718751223711e-01 2.330319392263218159e-01
8.177874279852168637e-01 2.329566856151560617e-01
8.175762283311871492e-01 2.328814411890895164e-01
8.173649729896511618e-01 2.328062059464407751e-01
8.171536620371683268e-01 2.327309798855285716e-01
8.169422955502425587e-01 2.326557630046723890e-01
8.167308736053194851e-01 2.325805553021918215e-01
8.165193962787887783e-01 2.325053567764068796e-01
8.163078636469831562e-01 2.324301674256382677e-01
8.160962757861789374e-01 2.323549872482068290e-01
8.158846327725949310e-01 2.322798162424337953e-01
8.156729346823942128e-01 2.322046544066410922e-01
8.154611815916834594e-01 2.321295017391508397e-01
8.152493735765119487e-01 2.320543582382854630e-01
8.150375107128736696e-01 2.319792239023681646e-01
8.148255930767057675e-01 2.319040987297221468e-01
8.146136207438889887e-01 2.318289827186712226e-01
8.144015937902486790e-01 2.317538758675396771e-01
8.141895122915532301e-01 2.316787781746520170e-01
8.139773763235158555e-01 2.316036896383334431e-01
8.137651859617928141e-01 2.315286102569092397e-01
8.135529412819850759e-01 2.314535400287051903e-01
8.133406423596382107e-01 2.313784789520476892e-01
8.131282892702410559e-01 2.313034270252632973e-01
8.129158820892272708e-01 2.312283842466790473e-01
8.127034208919748925e-01 2.311533506146225547e-01
8.124909057538064472e-01 2.310783261274216016e-01
8.122783367499881724e-01 2.310033107834043586e-01
